Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions,Resolution_Imputed,Survey_Imputed,Resolution_Gap,Response_Efficiency,Normalized_Speed,Normalized_Satisfaction,Similarity_Score,Performance_Bucket
TIC-9633,Closed,Medium,Chat,Keyboard/Mouse,Hardware,L1 Service Desk,2025-03-01 23:11:00,24,20.49,On-Time,5.0,USA,37.09,-95.71,3,0,0,3.5100000000000016,6.0,0.1462500000000001,1.0,0.4877500000000001,Standard
TIC-9634,Closed,Critical,Chat,Monitor Issue,Hardware,L1 Service Desk,2025-08-15 06:31:00,4,6.13,Breached,5.0,UK,55.37,-3.43,7,0,0,-2.13,0.5,-0.5325,1.0,0.08050000000000007,Low Efficiency
TIC-9635,Closed,Medium,Phone,Login Issue,Software,L2 Technical Support,2025-02-07 04:27:00,24,23.24,On-Time,2.0,Germany,51.16,10.45,12,0,0,0.7600000000000016,1.8461538461538463,0.03166666666666673,0.25,0.11900000000000005,Low Efficiency
TIC-9636,Closed,Low,Phone,Laptop Repair,Hardware,Network Ops,2025-07-04 04:01:00,48,33.55,On-Time,2.0,Germany,51.16,10.45,6,0,0,14.450000000000003,6.857142857142857,0.30104166666666676,0.25,0.28062500000000007,Low Efficiency
TIC-9637,Closed,Low,Phone,VPN Drop,Network,Security Admin,2025-03-26 11:33:00,48,35.01,On-Time,2.0,Germany,51.16,10.45,3,0,0,12.990000000000002,12.0,0.270625,0.25,0.262375,Low Efficiency
TIC-9638,Closed,Medium,Email,Suspicious Email,Security,L1 Service Desk,2025-04-09 01:09:00,24,14.91,On-Time,4.0,UK,55.37,-3.43,2,0,0,9.09,8.0,0.37875000000000003,0.75,0.52725,Standard
TIC-9639,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,2025-07-04 00:36:00,24,12.72,On-Time,4.0,India,20.59,78.96,1,0,0,11.28,12.0,0.47,0.75,0.5820000000000001,Standard
TIC-9640,Closed,Medium,Portal,Laptop Repair,Hardware,Network Ops,2025-04-05 18:24:00,24,17.28,On-Time,2.0,USA,37.09,-95.71,8,0,0,6.719999999999999,2.6666666666666665,0.2799999999999999,0.25,0.26799999999999996,Low Efficiency
TIC-9641,Closed,High,Email,Keyboard/Mouse,Hardware,Infrastructure,2025-11-19 23:15:00,8,9.41,Breached,5.0,Brazil,-14.23,-51.92,8,0,0,-1.4100000000000001,0.8888888888888888,-0.17625000000000002,1.0,0.29425,Low Efficiency
TIC-9642,Open,High,Chat,Laptop Repair,Hardware,L1 Service Desk,2025-12-30 03:35:00,8,,Pending,3.022642390289449,Germany,51.16,10.45,8,1,1,,0.8888888888888888,,0.5056605975723623,,Pending
TIC-9643,Closed,Critical,Email,Update Failure,Software,Network Ops,2025-08-02 03:11:00,4,3.65,On-Time,5.0,Brazil,-14.23,-51.92,11,0,0,0.3500000000000001,0.3333333333333333,0.08750000000000002,1.0,0.4525,Standard
TIC-9644,Closed,Medium,Email,VPN Drop,Network,L1 Service Desk,2025-11-18 17:13:00,24,19.48,On-Time,5.0,Germany,51.16,10.45,5,0,0,4.52,4.0,0.18833333333333335,1.0,0.513,Standard
TIC-9645,Closed,Low,Portal,Printer,Hardware,L2 Technical Support,2025-11-11 01:29:00,48,54.19,Breached,4.0,UK,55.37,-3.43,3,0,0,-6.189999999999998,12.0,-0.12895833333333329,0.75,0.22262500000000007,Low Efficiency
TIC-9646,Closed,Medium,Chat,Access Revoked,Security,L2 Technical Support,2025-03-12 12:56:00,24,4.54,On-Time,3.0,Brazil,-14.23,-51.92,6,0,0,19.46,3.4285714285714284,0.8108333333333333,0.5,0.6864999999999999,Standard
TIC-9647,Open,Medium,Portal,VPN Drop,Network,Security Admin,2025-05-03 08:47:00,24,,Pending,3.022642390289449,Germany,51.16,10.45,8,1,1,,2.6666666666666665,,0.5056605975723623,,Pending
TIC-9648,Resolved,Critical,Email,Access Revoked,Security,Security Admin,2025-06-12 22:39:00,4,1.97,On-Time,3.022642390289449,UK,55.37,-3.43,8,0,1,2.0300000000000002,0.4444444444444444,0.5075000000000001,0.5056605975723623,0.506764239028945,Standard
TIC-9649,Closed,Low,Email,Login Issue,Software,L1 Service Desk,2025-01-08 23:28:00,48,34.34,On-Time,2.0,India,20.59,78.96,12,0,0,13.659999999999997,3.6923076923076925,0.2845833333333333,0.25,0.27075,Low Efficiency
TIC-9650,Closed,Medium,Phone,Port Request,Network,L1 Service Desk,2025-06-23 00:44:00,24,42.75,Breached,5.0,Germany,51.16,10.45,3,0,0,-18.75,6.0,-0.78125,1.0,0.0,Low Efficiency
TIC-9651,Closed,Medium,Chat,License Request,Software,Security Admin,2025-08-05 11:08:00,24,8.81,On-Time,2.0,USA,37.09,-95.71,11,0,0,15.19,2.0,0.6329166666666666,0.25,0.4797499999999999,Standard
TIC-9652,Closed,Low,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,2025-11-30 01:41:00,48,40.88,On-Time,2.0,Germany,51.16,10.45,7,0,0,7.119999999999997,6.0,0.14833333333333332,0.25,0.189,Low Efficiency
TIC-9653,Closed,High,Phone,VPN Drop,Network,Security Admin,2025-01-12 09:39:00,8,11.2,Breached,2.0,Germany,51.16,10.45,5,0,0,-3.1999999999999993,1.3333333333333333,-0.3999999999999999,0.25,0.0,Low Efficiency
TIC-9654,Closed,High,Phone,Bug Report,Software,L1 Service Desk,2025-05-25 23:06:00,8,6.67,On-Time,5.0,Brazil,-14.23,-51.92,11,0,0,1.33,0.6666666666666666,0.16625,1.0,0.49975,Standard
TIC-9655,Closed,Low,Phone,License Request,Software,L1 Service Desk,2025-10-25 23:30:00,48,37.29,On-Time,5.0,Germany,51.16,10.45,11,0,0,10.71,4.0,0.22312500000000002,1.0,0.533875,Standard
TIC-9656,Closed,Medium,Phone,Suspicious Email,Security,Network Ops,2025-01-06 06:19:00,24,14.71,On-Time,1.0,Germany,51.16,10.45,6,0,0,9.29,3.4285714285714284,0.38708333333333333,0.0,0.23224999999999998,Low Efficiency
TIC-9657,Closed,Low,Chat,Login Issue,Software,L1 Service Desk,2025-11-15 13:02:00,48,23.6,On-Time,4.0,Germany,51.16,10.45,7,0,0,24.4,6.0,0.5083333333333333,0.75,0.605,Standard
TIC-9658,Closed,Medium,Portal,Printer,Hardware,Infrastructure,2025-08-26 21:09:00,24,30.62,Breached,3.0,India,20.59,78.96,6,0,0,-6.620000000000001,3.4285714285714284,-0.2758333333333334,0.5,0.0345,Low Efficiency
TIC-9659,Closed,Medium,Chat,MFA Reset,Security,L2 Technical Support,2025-07-31 04:33:00,24,15.13,On-Time,2.0,India,20.59,78.96,6,0,0,8.87,3.4285714285714284,0.36958333333333326,0.25,0.32175,Low Efficiency
TIC-9660,Closed,Low,Portal,Keyboard/Mouse,Hardware,L2 Technical Support,2025-01-06 19:11:00,48,81.23,Breached,2.0,Germany,51.16,10.45,8,0,0,-33.230000000000004,5.333333333333333,-0.6922916666666667,0.25,0.0,Low Efficiency
TIC-9661,Closed,Medium,Email,Printer,Hardware,L1 Service Desk,2025-07-13 15:56:00,24,29.08,Breached,5.0,UK,55.37,-3.43,2,0,0,-5.079999999999998,8.0,-0.21166666666666667,1.0,0.273,Low Efficiency
TIC-9662,Closed,Medium,Phone,Login Issue,Software,L1 Service Desk,2025-12-11 05:12:00,24,22.06,On-Time,1.0,Germany,51.16,10.45,4,0,0,1.9400000000000013,4.8,0.08083333333333342,0.0,0.04850000000000005,Low Efficiency
TIC-9663,Closed,Medium,Phone,Update Failure,Software,L2 Technical Support,2025-01-31 22:53:00,24,20.68,On-Time,3.0,UK,55.37,-3.43,10,0,0,3.3200000000000003,2.1818181818181817,0.1383333333333333,0.5,0.283,Low Efficiency
TIC-9664,Closed,Critical,Phone,Suspicious Email,Security,L1 Service Desk,2025-05-16 13:19:00,4,3.38,On-Time,5.0,USA,37.09,-95.71,8,0,0,0.6200000000000001,0.4444444444444444,0.15500000000000003,1.0,0.49300000000000005,Standard
TIC-9665,Closed,Low,Chat,Port Request,Network,L2 Technical Support,2025-07-06 00:41:00,48,30.4,On-Time,4.0,USA,37.09,-95.71,5,0,0,17.6,8.0,0.3666666666666667,0.75,0.52,Standard
TIC-9666,Closed,Medium,Phone,Wi-Fi Access,Network,Security Admin,2025-01-11 12:54:00,24,37.92,Breached,1.0,Brazil,-14.23,-51.92,5,0,0,-13.920000000000002,4.0,-0.5800000000000001,0.0,0.0,Low Efficiency
TIC-9667,Closed,Critical,Portal,Login Issue,Software,Infrastructure,2025-11-27 14:42:00,4,1.31,On-Time,3.0,USA,37.09,-95.71,7,0,0,2.69,0.5,0.6725,0.5,0.6034999999999999,Standard
TIC-9668,Closed,Medium,Email,Wi-Fi Access,Network,L1 Service Desk,2025-10-13 20:12:00,24,41.58,Breached,1.0,USA,37.09,-95.71,6,0,0,-17.58,3.4285714285714284,-0.7324999999999999,0.0,0.0,Low Efficiency
TIC-9669,Closed,Critical,Portal,Slow Internet,Network,Infrastructure,2025-09-08 08:47:00,4,2.17,On-Time,4.0,USA,37.09,-95.71,2,0,0,1.83,1.3333333333333333,0.4575,0.75,0.5745,Standard
TIC-9670,Closed,Medium,Chat,Slow Internet,Network,L1 Service Desk,2025-10-06 17:34:00,24,14.51,On-Time,1.0,UK,55.37,-3.43,7,0,0,9.49,3.0,0.39541666666666664,0.0,0.23724999999999996,Low Efficiency
TIC-9671,Closed,Critical,Portal,VPN Drop,Network,Infrastructure,2025-03-26 06:49:00,4,2.21,On-Time,2.0,USA,37.09,-95.71,5,0,0,1.79,0.6666666666666666,0.4475,0.25,0.36850000000000005,Low Efficiency
TIC-9672,Closed,High,Phone,Monitor Issue,Hardware,L1 Service Desk,2025-02-02 01:11:00,8,9.49,Breached,5.0,India,20.59,78.96,4,0,0,-1.4900000000000002,1.6,-0.18625000000000003,1.0,0.28825,Low Efficiency
TIC-9673,Closed,Medium,Phone,Suspicious Email,Security,L1 Service Desk,2025-10-07 01:32:00,24,9.77,On-Time,5.0,Germany,51.16,10.45,5,0,0,14.23,4.0,0.5929166666666668,1.0,0.7557500000000001,High Performer
TIC-9674,Closed,Low,Portal,Monitor Issue,Hardware,Security Admin,2025-11-14 08:37:00,48,62.06,Breached,1.0,Brazil,-14.23,-51.92,6,0,0,-14.060000000000002,6.857142857142857,-0.2929166666666667,0.0,0.0,Low Efficiency
TIC-9675,Resolved,Low,Chat,Password Reset,Security,Network Ops,2025-02-20 08:11:00,48,20.23,On-Time,3.022642390289449,India,20.59,78.96,7,0,1,27.77,6.0,0.5785416666666667,0.5056605975723623,0.549389239028945,Standard
TIC-9676,Closed,Medium,Email,Password Reset,Security,L2 Technical Support,2025-07-13 01:28:00,24,12.58,On-Time,1.0,USA,37.09,-95.71,5,0,0,11.42,4.0,0.47583333333333333,0.0,0.2855,Low Efficiency
TIC-9677,Closed,Medium,Portal,Laptop Repair,Hardware,L2 Technical Support,2025-06-17 05:44:00,24,20.96,On-Time,2.0,Germany,51.16,10.45,4,0,0,3.039999999999999,4.8,0.1266666666666666,0.25,0.17599999999999996,Low Efficiency
TIC-9678,Closed,Low,Portal,Monitor Issue,Hardware,Infrastructure,2025-10-15 20:57:00,48,53.17,Breached,3.0,USA,37.09,-95.71,4,0,0,-5.170000000000002,9.6,-0.1077083333333333,0.5,0.13537500000000002,Low Efficiency
TIC-9679,Closed,Critical,Phone,Printer,Hardware,L2 Technical Support,2025-06-02 07:48:00,4,3.73,On-Time,1.0,India,20.59,78.96,4,0,0,0.27,0.8,0.0675,0.0,0.0405,Low Efficiency
TIC-9680,Closed,Medium,Chat,Suspicious Email,Security,L2 Technical Support,2025-11-20 03:37:00,24,23.76,On-Time,3.0,UK,55.37,-3.43,2,0,0,0.23999999999999844,8.0,0.009999999999999898,0.5,0.20599999999999996,Low Efficiency
TIC-9681,Open,Low,Email,Printer,Hardware,Infrastructure,2025-03-31 06:44:00,48,,Pending,3.022642390289449,India,20.59,78.96,6,1,1,,6.857142857142857,,0.5056605975723623,,Pending
TIC-9682,Closed,Medium,Email,Suspicious Email,Security,Security Admin,2025-03-03 07:26:00,24,2.66,On-Time,1.0,Germany,51.16,10.45,3,0,0,21.34,6.0,0.8891666666666667,0.0,0.5335,Standard
TIC-9683,Closed,Medium,Chat,MFA Reset,Security,L2 Technical Support,2025-01-26 11:06:00,24,3.63,On-Time,5.0,India,20.59,78.96,7,0,0,20.37,3.0,0.84875,1.0,0.90925,High Performer
TIC-9684,Closed,Low,Phone,Access Revoked,Security,Infrastructure,2025-03-17 06:30:00,48,48.58,Breached,2.0,Germany,51.16,10.45,2,0,0,-0.5799999999999983,16.0,-0.012083333333333224,0.25,0.09275000000000007,Low Efficiency
TIC-9685,Closed,Low,Phone,Wi-Fi Access,Network,L1 Service Desk,2025-06-16 14:48:00,48,27.09,On-Time,2.0,Germany,51.16,10.45,7,0,0,20.91,6.0,0.43562500000000004,0.25,0.361375,Low Efficiency
TIC-9686,Closed,Low,Portal,License Request,Software,Infrastructure,2025-08-25 19:04:00,48,48.3,Breached,3.0,Brazil,-14.23,-51.92,9,0,0,-0.29999999999999716,4.8,-0.006249999999999867,0.5,0.1962500000000001,Low Efficiency
TIC-9687,Closed,High,Phone,Laptop Repair,Hardware,Network Ops,2025-07-31 22:30:00,8,14.22,Breached,5.0,Brazil,-14.23,-51.92,7,0,0,-6.220000000000001,1.0,-0.7775000000000001,1.0,0.0,Low Efficiency
TIC-9688,Closed,High,Portal,Monitor Issue,Hardware,Network Ops,2025-01-11 03:23:00,8,10.02,Breached,3.0,Brazil,-14.23,-51.92,7,0,0,-2.0199999999999996,1.0,-0.25249999999999995,0.5,0.04850000000000004,Low Efficiency
TIC-9689,Closed,Medium,Phone,MFA Reset,Security,L1 Service Desk,2025-02-09 02:12:00,24,20.99,On-Time,2.0,Brazil,-14.23,-51.92,1,0,0,3.0100000000000016,12.0,0.12541666666666673,0.25,0.17525000000000004,Low Efficiency
TIC-9690,Closed,Low,Chat,Update Failure,Software,Network Ops,2025-08-14 08:12:00,48,15.42,On-Time,2.0,USA,37.09,-95.71,8,0,0,32.58,5.333333333333333,0.67875,0.25,0.50725,Standard
TIC-9691,Closed,Medium,Chat,License Request,Software,Infrastructure,2025-12-21 14:27:00,24,2.28,On-Time,5.0,UK,55.37,-3.43,4,0,0,21.72,4.8,0.905,1.0,0.9430000000000001,High Performer
TIC-9692,Closed,Low,Email,License Request,Software,Security Admin,2025-03-28 19:00:00,48,9.61,On-Time,2.0,UK,55.37,-3.43,12,0,0,38.39,3.6923076923076925,0.7997916666666667,0.25,0.579875,Standard
TIC-9693,Closed,Low,Chat,Monitor Issue,Hardware,L2 Technical Support,2025-04-03 10:19:00,48,78.62,Breached,4.0,UK,55.37,-3.43,2,0,0,-30.620000000000005,16.0,-0.6379166666666667,0.75,0.0,Low Efficiency
TIC-9694,Closed,High,Chat,Monitor Issue,Hardware,Network Ops,2025-04-30 17:36:00,8,12.09,Breached,2.0,UK,55.37,-3.43,4,0,0,-4.09,1.6,-0.51125,0.25,0.0,Low Efficiency
TIC-9695,Closed,High,Phone,Keyboard/Mouse,Hardware,L2 Technical Support,2025-10-15 13:11:00,8,12.83,Breached,5.0,India,20.59,78.96,1,0,0,-4.83,4.0,-0.60375,1.0,0.037750000000000006,Low Efficiency
TIC-9696,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Infrastructure,2025-06-18 17:04:00,24,13.34,On-Time,4.0,Germany,51.16,10.45,2,0,0,10.66,8.0,0.4441666666666667,0.75,0.5665,Standard
TIC-9697,Closed,Low,Phone,Monitor Issue,Hardware,Network Ops,2025-02-22 08:32:00,48,40.49,On-Time,2.0,India,20.59,78.96,4,0,0,7.509999999999998,9.6,0.15645833333333325,0.25,0.19387499999999996,Low Efficiency
TIC-9698,Closed,High,Phone,Monitor Issue,Hardware,Network Ops,2025-06-11 14:22:00,8,5.46,On-Time,3.0,USA,37.09,-95.71,8,0,0,2.54,0.8888888888888888,0.3175,0.5,0.3905,Low Efficiency
TIC-9699,Closed,Medium,Email,License Request,Software,Infrastructure,2025-08-19 00:19:00,24,4.28,On-Time,4.0,India,20.59,78.96,10,0,0,19.72,2.1818181818181817,0.8216666666666667,0.75,0.793,High Performer
TIC-9700,Closed,Medium,Phone,Update Failure,Software,Security Admin,2025-08-21 10:16:00,24,25.87,Breached,4.0,USA,37.09,-95.71,7,0,0,-1.870000000000001,3.0,-0.07791666666666663,0.75,0.2532500000000001,Low Efficiency
TIC-9701,Closed,Low,Phone,Bug Report,Software,Network Ops,2025-04-19 06:31:00,48,5.63,On-Time,2.0,India,20.59,78.96,4,0,0,42.37,9.6,0.8827083333333333,0.25,0.629625,Standard
TIC-9702,Closed,High,Chat,Access Revoked,Security,Security Admin,2025-12-05 16:51:00,8,7.65,On-Time,2.0,Germany,51.16,10.45,8,0,0,0.34999999999999964,0.8888888888888888,0.043749999999999956,0.25,0.12624999999999997,Low Efficiency
TIC-9703,Closed,Medium,Chat,Access Revoked,Security,Network Ops,2025-02-02 13:58:00,24,24.38,Breached,5.0,India,20.59,78.96,8,0,0,-0.379999999999999,2.6666666666666665,-0.015833333333333366,1.0,0.3905,Low Efficiency
TIC-9704,Closed,Critical,Phone,License Request,Software,Infrastructure,2025-09-20 23:23:00,4,3.08,On-Time,4.0,India,20.59,78.96,4,0,0,0.9199999999999999,0.8,0.22999999999999998,0.75,0.43800000000000006,Standard
TIC-9705,Resolved,Medium,Chat,Slow Internet,Network,L2 Technical Support,2025-03-18 21:56:00,24,33.73,Breached,3.022642390289449,USA,37.09,-95.71,6,0,1,-9.729999999999997,3.4285714285714284,-0.40541666666666654,0.5056605975723623,0.0,Low Efficiency
TIC-9706,Closed,Medium,Portal,Login Issue,Software,Network Ops,2025-10-31 19:19:00,24,2.46,On-Time,4.0,Brazil,-14.23,-51.92,9,0,0,21.54,2.4,0.8975,0.75,0.8385,High Performer
TIC-9707,Closed,Medium,Portal,Bug Report,Software,L2 Technical Support,2025-05-02 13:05:00,24,22.66,On-Time,1.0,India,20.59,78.96,3,0,0,1.3399999999999999,6.0,0.05583333333333329,0.0,0.033499999999999974,Low Efficiency
TIC-9708,Closed,High,Phone,Printer,Hardware,L2 Technical Support,2025-05-10 19:38:00,8,9.94,Breached,1.0,Brazil,-14.23,-51.92,8,0,0,-1.9399999999999995,0.8888888888888888,-0.24249999999999994,0.0,0.0,Low Efficiency
TIC-9709,Closed,Low,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,2025-12-20 00:06:00,48,68.63,Breached,2.0,Brazil,-14.23,-51.92,8,0,0,-20.629999999999995,5.333333333333333,-0.42979166666666657,0.25,0.0,Low Efficiency
TIC-9710,Closed,Critical,Phone,Update Failure,Software,Security Admin,2025-07-27 20:31:00,4,3.83,On-Time,3.0,USA,37.09,-95.71,6,0,0,0.16999999999999993,0.5714285714285714,0.04249999999999998,0.5,0.2255,Low Efficiency
TIC-9711,Closed,Critical,Chat,Suspicious Email,Security,L1 Service Desk,2025-03-03 19:15:00,4,4.36,Breached,4.0,India,20.59,78.96,1,0,0,-0.3600000000000003,2.0,-0.09000000000000008,0.75,0.246,Low Efficiency
TIC-9712,Closed,Low,Email,Port Request,Network,Infrastructure,2025-10-06 04:45:00,48,62.42,Breached,2.0,Brazil,-14.23,-51.92,1,0,0,-14.420000000000002,24.0,-0.3004166666666668,0.25,0.0,Low Efficiency
TIC-9713,Closed,Low,Portal,Access Revoked,Security,L1 Service Desk,2025-06-21 05:01:00,48,12.79,On-Time,2.0,UK,55.37,-3.43,3,0,0,35.21,12.0,0.7335416666666668,0.25,0.5401250000000001,Standard
TIC-9714,Closed,Low,Chat,Bug Report,Software,L1 Service Desk,2025-06-25 11:51:00,48,6.72,On-Time,3.0,India,20.59,78.96,6,0,0,41.28,6.857142857142857,0.86,0.5,0.716,Standard
TIC-9715,Closed,Medium,Email,MFA Reset,Security,L1 Service Desk,2025-01-20 20:18:00,24,11.93,On-Time,5.0,USA,37.09,-95.71,7,0,0,12.07,3.0,0.5029166666666667,1.0,0.7017500000000001,Standard
TIC-9716,Resolved,High,Email,Port Request,Network,Security Admin,2025-08-16 11:38:00,8,14.15,Breached,3.022642390289449,India,20.59,78.96,8,0,1,-6.15,0.8888888888888888,-0.76875,0.5056605975723623,0.0,Low Efficiency
TIC-9717,Closed,Medium,Phone,Wi-Fi Access,Network,Security Admin,2025-12-18 15:55:00,24,40.58,Breached,4.0,UK,55.37,-3.43,4,0,0,-16.58,4.8,-0.6908333333333332,0.75,0.0,Low Efficiency
TIC-9718,Closed,Low,Phone,VPN Drop,Network,Security Admin,2025-05-11 16:57:00,48,52.77,Breached,4.0,Brazil,-14.23,-51.92,5,0,0,-4.770000000000003,8.0,-0.09937499999999999,0.75,0.24037500000000006,Low Efficiency
TIC-9719,Closed,Medium,Phone,Access Revoked,Security,Security Admin,2025-03-17 12:07:00,24,0.63,On-Time,2.0,UK,55.37,-3.43,3,0,0,23.37,6.0,0.97375,0.25,0.6842499999999999,Standard
TIC-9720,Closed,Low,Portal,Suspicious Email,Security,Network Ops,2025-04-26 22:05:00,48,45.78,On-Time,4.0,UK,55.37,-3.43,3,0,0,2.219999999999999,12.0,0.04625000000000001,0.75,0.32775000000000004,Low Efficiency
TIC-9721,Open,Critical,Portal,Wi-Fi Access,Network,Security Admin,2025-02-12 00:22:00,4,,Pending,3.022642390289449,UK,55.37,-3.43,4,1,1,,0.8,,0.5056605975723623,,Pending
TIC-9722,Closed,Low,Email,Bug Report,Software,L1 Service Desk,2025-03-31 23:40:00,48,15.26,On-Time,4.0,USA,37.09,-95.71,12,0,0,32.74,3.6923076923076925,0.6820833333333334,0.75,0.70925,Standard
TIC-9723,Closed,High,Chat,Suspicious Email,Security,L2 Technical Support,2025-05-27 01:30:00,8,5.48,On-Time,2.0,USA,37.09,-95.71,8,0,0,2.5199999999999996,0.8888888888888888,0.31499999999999995,0.25,0.289,Low Efficiency
TIC-9724,Closed,Medium,Email,Access Revoked,Security,Network Ops,2025-08-02 00:25:00,24,14.02,On-Time,3.0,Germany,51.16,10.45,1,0,0,9.98,12.0,0.4158333333333334,0.5,0.4495,Standard
TIC-9725,Resolved,High,Email,Update Failure,Software,Infrastructure,2025-10-27 20:04:00,8,6.86,On-Time,3.022642390289449,USA,37.09,-95.71,8,0,1,1.1399999999999997,0.8888888888888888,0.14249999999999996,0.5056605975723623,0.2877642390289449,Low Efficiency
TIC-9726,Closed,High,Phone,Login Issue,Software,Security Admin,2025-11-12 23:04:00,8,4.64,On-Time,3.0,UK,55.37,-3.43,11,0,0,3.3600000000000003,0.6666666666666666,0.42000000000000004,0.5,0.452,Standard
TIC-9727,Resolved,Critical,Portal,Bug Report,Software,Infrastructure,2025-02-03 19:08:00,4,1.26,On-Time,3.022642390289449,Brazil,-14.23,-51.92,3,0,1,2.74,1.0,0.685,0.5056605975723623,0.6132642390289449,Standard
TIC-9728,Closed,High,Portal,Port Request,Network,Network Ops,2025-08-06 14:20:00,8,11.18,Breached,4.0,USA,37.09,-95.71,6,0,0,-3.1799999999999997,1.1428571428571428,-0.39749999999999996,0.75,0.06150000000000008,Low Efficiency
TIC-9729,Closed,Low,Chat,Access Revoked,Security,L1 Service Desk,2025-12-05 10:55:00,48,33.44,On-Time,4.0,India,20.59,78.96,6,0,0,14.560000000000002,6.857142857142857,0.30333333333333334,0.75,0.48200000000000004,Standard
TIC-9730,Closed,High,Phone,MFA Reset,Security,L1 Service Desk,2025-05-31 03:48:00,8,6.92,On-Time,2.0,Brazil,-14.23,-51.92,1,0,0,1.08,4.0,0.135,0.25,0.181,Low Efficiency
TIC-9731,Open,Critical,Chat,Port Request,Network,L1 Service Desk,2025-07-11 00:26:00,4,,Pending,3.022642390289449,UK,55.37,-3.43,3,1,1,,1.0,,0.5056605975723623,,Pending
TIC-9732,Closed,Medium,Chat,Login Issue,Software,L1 Service Desk,2025-06-03 10:14:00,24,5.2,On-Time,2.0,Brazil,-14.23,-51.92,10,0,0,18.8,2.1818181818181817,0.7833333333333333,0.25,0.57,Standard
TIC-9733,Closed,Low,Email,Bug Report,Software,Infrastructure,2025-01-09 03:16:00,48,9.75,On-Time,4.0,USA,37.09,-95.71,3,0,0,38.25,12.0,0.796875,0.75,0.778125,High Performer
TIC-9734,Closed,Medium,Portal,Bug Report,Software,Network Ops,2025-04-04 09:50:00,24,6.91,On-Time,3.0,UK,55.37,-3.43,5,0,0,17.09,4.0,0.7120833333333334,0.5,0.6272500000000001,Standard
TIC-9735,Closed,Low,Chat,Port Request,Network,L1 Service Desk,2025-05-10 12:24:00,48,72.86,Breached,1.0,USA,37.09,-95.71,5,0,0,-24.86,8.0,-0.5179166666666666,0.0,0.0,Low Efficiency
TIC-9736,Closed,Medium,Email,License Request,Software,Security Admin,2025-12-14 14:27:00,24,19.65,On-Time,1.0,USA,37.09,-95.71,7,0,0,4.350000000000001,3.0,0.18125000000000002,0.0,0.10875000000000001,Low Efficiency
TIC-9737,Closed,Medium,Phone,Suspicious Email,Security,Security Admin,2025-08-17 05:07:00,24,9.34,On-Time,3.0,USA,37.09,-95.71,3,0,0,14.66,6.0,0.6108333333333333,0.5,0.5665,Standard
TIC-9738,Closed,High,Chat,Port Request,Network,L2 Technical Support,2025-12-14 14:06:00,8,6.47,On-Time,4.0,Brazil,-14.23,-51.92,4,0,0,1.5300000000000002,1.6,0.19125000000000003,0.75,0.41475000000000006,Standard
TIC-9739,Closed,Medium,Phone,Login Issue,Software,Infrastructure,2025-02-07 20:15:00,24,5.66,On-Time,2.0,UK,55.37,-3.43,4,0,0,18.34,4.8,0.7641666666666667,0.25,0.5585,Standard
TIC-9740,Closed,High,Chat,Suspicious Email,Security,Network Ops,2025-01-29 22:25:00,8,3.69,On-Time,2.0,USA,37.09,-95.71,3,0,0,4.3100000000000005,2.0,0.5387500000000001,0.25,0.42325,Standard
TIC-9741,Closed,Medium,Email,Laptop Repair,Hardware,L1 Service Desk,2025-07-25 11:02:00,24,29.17,Breached,2.0,UK,55.37,-3.43,1,0,0,-5.170000000000002,12.0,-0.2154166666666668,0.25,0.0,Low Efficiency
TIC-9742,Resolved,Low,Email,Bug Report,Software,L1 Service Desk,2025-04-16 11:31:00,48,35.67,On-Time,3.022642390289449,UK,55.37,-3.43,4,0,1,12.329999999999998,9.6,0.25687499999999996,0.5056605975723623,0.3563892390289449,Low Efficiency
TIC-9743,Closed,Low,Portal,Bug Report,Software,Infrastructure,2025-12-11 00:11:00,48,2.58,On-Time,3.0,USA,37.09,-95.71,11,0,0,45.42,4.0,0.94625,0.5,0.7677499999999999,High Performer
TIC-9744,Closed,Critical,Chat,Access Revoked,Security,L1 Service Desk,2025-09-27 04:20:00,4,2.08,On-Time,2.0,UK,55.37,-3.43,5,0,0,1.92,0.6666666666666666,0.48,0.25,0.388,Low Efficiency
TIC-9745,Closed,Low,Phone,Update Failure,Software,L2 Technical Support,2025-10-07 13:51:00,48,44.9,On-Time,2.0,Germany,51.16,10.45,5,0,0,3.1000000000000014,8.0,0.06458333333333333,0.25,0.13874999999999998,Low Efficiency
TIC-9746,Closed,Medium,Chat,Slow Internet,Network,Infrastructure,2025-02-20 11:54:00,24,32.1,Breached,2.0,India,20.59,78.96,5,0,0,-8.100000000000001,4.0,-0.33750000000000013,0.25,0.0,Low Efficiency
TIC-9747,Closed,Medium,Portal,Port Request,Network,L2 Technical Support,2025-12-10 00:37:00,24,35.12,Breached,2.0,Brazil,-14.23,-51.92,6,0,0,-11.119999999999997,3.4285714285714284,-0.46333333333333315,0.25,0.0,Low Efficiency
