Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions
TIC-9468,Closed,Medium,Portal,Password Reset,Security,Infrastructure,05-04-2025 05:57,24,23.44,On-Time,2,Brazil,-14.23,-51.92,2
TIC-9469,Closed,Medium,Email,MFA Reset,Security,L2 Technical Support,01-08-2025 07:56,24,9.71,On-Time,3,Brazil,-14.23,-51.92,3
TIC-9470,Closed,Critical,Chat,MFA Reset,Security,L1 Service Desk,10-01-2025 08:09,4,0.87,On-Time,1,USA,37.09,-95.71,8
TIC-9471,Closed,Medium,Chat,Password Reset,Security,L2 Technical Support,19-06-2025 12:13,24,9.83,On-Time,4,USA,37.09,-95.71,5
TIC-9472,Closed,Medium,Portal,License Request,Software,Infrastructure,12-09-2025 00:44,24,4.18,On-Time,2,Germany,51.16,10.45,12
TIC-9473,Closed,Medium,Chat,Port Request,Network,Security Admin,08-02-2025 08:02,24,31.62,Breached,5,Germany,51.16,10.45,7
TIC-9474,Closed,Critical,Email,Wi-Fi Access,Network,Security Admin,28-08-2025 10:11,4,2.67,On-Time,5,India,20.59,78.96,4
TIC-9475,Closed,Medium,Portal,Login Issue,Software,Infrastructure,06-04-2025 14:16,24,14.41,On-Time,4,Brazil,-14.23,-51.92,4
TIC-9476,Closed,Medium,Email,Port Request,Network,L2 Technical Support,13-02-2025 10:48,24,25.08,Breached,4,Brazil,-14.23,-51.92,1
TIC-9477,Resolved,High,Portal,License Request,Software,Network Ops,23-02-2025 18:34,8,1.92,On-Time,,Germany,51.16,10.45,3
TIC-9478,Open,High,Email,Login Issue,Software,Network Ops,16-03-2025 20:48,8,,Pending,,Germany,51.16,10.45,3
TIC-9479,Closed,High,Chat,Monitor Issue,Hardware,Security Admin,06-09-2025 13:46,8,5.91,On-Time,3,Brazil,-14.23,-51.92,2
TIC-9480,Resolved,High,Portal,Slow Internet,Network,L1 Service Desk,07-12-2025 17:45,8,4.61,On-Time,,USA,37.09,-95.71,2
TIC-9481,Closed,Medium,Chat,Monitor Issue,Hardware,Network Ops,24-12-2025 12:47,24,28.96,Breached,3,USA,37.09,-95.71,8
TIC-9482,Closed,High,Email,Slow Internet,Network,L1 Service Desk,15-05-2025 16:28,8,12.54,Breached,5,USA,37.09,-95.71,7
TIC-9483,Closed,Medium,Email,Slow Internet,Network,Security Admin,20-02-2025 19:24,24,24.32,Breached,5,USA,37.09,-95.71,4
TIC-9484,Closed,Low,Email,Port Request,Network,Security Admin,14-09-2025 17:01,48,45.71,On-Time,5,India,20.59,78.96,4
TIC-9485,Resolved,Medium,Portal,License Request,Software,Infrastructure,19-11-2025 21:23,24,18.68,On-Time,,Brazil,-14.23,-51.92,8
TIC-9486,Closed,Medium,Chat,Password Reset,Security,Security Admin,16-03-2025 01:49,24,10.79,On-Time,4,USA,37.09,-95.71,5
TIC-9487,Closed,Low,Portal,Port Request,Network,Infrastructure,20-10-2025 18:19,48,51.83,Breached,5,Germany,51.16,10.45,7
TIC-9488,Closed,Medium,Phone,License Request,Software,L2 Technical Support,30-11-2025 15:04,24,11.75,On-Time,5,India,20.59,78.96,6
TIC-9489,Closed,Medium,Chat,Printer,Hardware,L2 Technical Support,10-03-2025 02:32,24,24.6,Breached,3,Germany,51.16,10.45,5
TIC-9490,Closed,Low,Chat,Printer,Hardware,Network Ops,21-09-2025 07:31,48,53.25,Breached,5,Germany,51.16,10.45,7
TIC-9491,Closed,Medium,Portal,Suspicious Email,Security,L2 Technical Support,11-07-2025 16:28,24,17.66,On-Time,2,Brazil,-14.23,-51.92,5
TIC-9492,Closed,Medium,Phone,Monitor Issue,Hardware,L2 Technical Support,06-07-2025 11:28,24,29.88,Breached,5,India,20.59,78.96,5
TIC-9493,Closed,Low,Chat,MFA Reset,Security,L1 Service Desk,12-05-2025 18:04,48,29.77,On-Time,4,Brazil,-14.23,-51.92,1
TIC-9494,Closed,Medium,Email,MFA Reset,Security,L2 Technical Support,13-07-2025 06:06,24,21.29,On-Time,5,USA,37.09,-95.71,6
TIC-9495,Closed,High,Phone,Update Failure,Software,L2 Technical Support,08-02-2025 11:18,8,5.02,On-Time,2,UK,55.37,-3.43,5
TIC-9496,Closed,Medium,Portal,Access Revoked,Security,L1 Service Desk,12-05-2025 08:51,24,16.97,On-Time,3,USA,37.09,-95.71,7
TIC-9497,Closed,Medium,Phone,Port Request,Network,L2 Technical Support,23-07-2025 09:01,24,13.92,On-Time,5,Germany,51.16,10.45,8
TIC-9498,Closed,Medium,Email,Monitor Issue,Hardware,Network Ops,11-02-2025 15:07,24,34.68,Breached,2,India,20.59,78.96,7
TIC-9499,Closed,Low,Portal,Wi-Fi Access,Network,Infrastructure,06-12-2025 11:13,48,32.72,On-Time,4,India,20.59,78.96,8
TIC-9500,Closed,Critical,Phone,Access Revoked,Security,Infrastructure,01-01-2025 22:15,4,3.56,On-Time,3,Brazil,-14.23,-51.92,3
TIC-9501,Closed,Low,Chat,Login Issue,Software,L1 Service Desk,04-10-2025 23:39,48,38.27,On-Time,2,Brazil,-14.23,-51.92,6
TIC-9502,Resolved,High,Chat,Wi-Fi Access,Network,L1 Service Desk,26-10-2025 18:39,8,7.67,On-Time,,Germany,51.16,10.45,3
TIC-9503,Closed,Medium,Chat,Bug Report,Software,L2 Technical Support,10-06-2025 18:48,24,12.98,On-Time,4,USA,37.09,-95.71,6
TIC-9504,Resolved,High,Email,Access Revoked,Security,L2 Technical Support,03-12-2025 14:37,8,0.83,On-Time,,USA,37.09,-95.71,4
TIC-9505,Closed,Low,Email,Slow Internet,Network,L2 Technical Support,15-02-2025 07:18,48,32.47,On-Time,2,Brazil,-14.23,-51.92,6
TIC-9506,Closed,High,Chat,VPN Drop,Network,L2 Technical Support,13-09-2025 22:34,8,10.64,Breached,1,India,20.59,78.96,4
TIC-9507,Closed,Critical,Chat,Wi-Fi Access,Network,Infrastructure,22-03-2025 02:32,4,6.54,Breached,5,UK,55.37,-3.43,4
TIC-9508,Closed,Low,Chat,Port Request,Network,Network Ops,09-01-2025 07:43,48,42.96,On-Time,4,USA,37.09,-95.71,4
TIC-9509,Closed,Critical,Email,Laptop Repair,Hardware,Security Admin,21-12-2025 06:44,4,4.63,Breached,5,Germany,51.16,10.45,5
TIC-9510,Closed,Low,Phone,Monitor Issue,Hardware,Network Ops,09-07-2025 04:06,48,75.15,Breached,4,USA,37.09,-95.71,5
TIC-9511,Resolved,Medium,Email,Monitor Issue,Hardware,L1 Service Desk,31-05-2025 01:51,24,36.26,Breached,,Brazil,-14.23,-51.92,6
TIC-9512,Closed,Low,Phone,VPN Drop,Network,L2 Technical Support,29-03-2025 21:14,48,60.72,Breached,3,USA,37.09,-95.71,2
TIC-9513,Closed,Low,Chat,Access Revoked,Security,L1 Service Desk,03-05-2025 00:24,48,40,On-Time,1,USA,37.09,-95.71,2
TIC-9514,Closed,Medium,Phone,Bug Report,Software,Network Ops,31-08-2025 18:02,24,9.52,On-Time,1,USA,37.09,-95.71,11
TIC-9515,Closed,Low,Email,VPN Drop,Network,L2 Technical Support,22-03-2025 13:48,48,45.1,On-Time,2,India,20.59,78.96,2
TIC-9516,Closed,Critical,Chat,Monitor Issue,Hardware,Security Admin,30-03-2025 17:49,4,4.35,Breached,3,USA,37.09,-95.71,3
TIC-9517,Closed,Low,Portal,Update Failure,Software,Network Ops,09-01-2025 22:15,48,39.87,On-Time,3,USA,37.09,-95.71,7
TIC-9518,Closed,Low,Email,Login Issue,Software,L1 Service Desk,11-03-2025 07:54,48,40.49,On-Time,4,UK,55.37,-3.43,7
TIC-9519,Resolved,Medium,Portal,Password Reset,Security,L2 Technical Support,04-09-2025 18:09,24,21.22,On-Time,,India,20.59,78.96,8
TIC-9520,Closed,Low,Email,Wi-Fi Access,Network,L1 Service Desk,23-03-2025 23:31,48,74.11,Breached,3,India,20.59,78.96,8
TIC-9521,Open,Medium,Chat,Printer,Hardware,Network Ops,17-06-2025 15:35,24,,Pending,,USA,37.09,-95.71,8
TIC-9522,Closed,Medium,Chat,Port Request,Network,Network Ops,18-02-2025 05:48,24,34.89,Breached,1,Brazil,-14.23,-51.92,5
TIC-9523,Closed,Medium,Portal,VPN Drop,Network,L2 Technical Support,29-12-2025 13:22,24,21.19,On-Time,3,India,20.59,78.96,8
TIC-9524,Resolved,Critical,Phone,Login Issue,Software,Infrastructure,22-08-2025 00:51,4,1.95,On-Time,,USA,37.09,-95.71,3
TIC-9525,Open,High,Portal,License Request,Software,L2 Technical Support,22-09-2025 16:52,8,,Pending,,USA,37.09,-95.71,7
TIC-9526,Resolved,Medium,Email,Slow Internet,Network,L2 Technical Support,17-02-2025 07:28,24,26.75,Breached,,UK,55.37,-3.43,4
TIC-9527,Resolved,Low,Phone,Port Request,Network,Security Admin,01-02-2025 19:01,48,30.25,On-Time,,UK,55.37,-3.43,7
TIC-9528,Closed,Critical,Phone,Keyboard/Mouse,Hardware,L1 Service Desk,26-10-2025 14:11,4,3.4,On-Time,5,Germany,51.16,10.45,4
TIC-9529,Closed,Medium,Phone,License Request,Software,Network Ops,21-02-2025 07:34,24,19.35,On-Time,2,Brazil,-14.23,-51.92,11
TIC-9530,Closed,Medium,Phone,Slow Internet,Network,Infrastructure,06-01-2025 20:59,24,34.41,Breached,3,India,20.59,78.96,3
TIC-9531,Closed,Low,Phone,VPN Drop,Network,Infrastructure,13-02-2025 18:40,48,65.49,Breached,1,Germany,51.16,10.45,8
TIC-9532,Closed,Medium,Email,Slow Internet,Network,Security Admin,23-04-2025 03:59,24,16.5,On-Time,4,Germany,51.16,10.45,4
TIC-9533,Closed,Medium,Chat,Keyboard/Mouse,Hardware,Security Admin,20-05-2025 23:46,24,21.36,On-Time,4,India,20.59,78.96,6
TIC-9534,Closed,Medium,Portal,Login Issue,Software,Security Admin,26-01-2025 11:53,24,2.26,On-Time,4,USA,37.09,-95.71,8
TIC-9535,Closed,Low,Chat,Laptop Repair,Hardware,Network Ops,04-03-2025 01:31,48,42.27,On-Time,4,Brazil,-14.23,-51.92,5
TIC-9536,Closed,Medium,Chat,Update Failure,Software,Security Admin,22-03-2025 01:49,24,21.86,On-Time,2,Brazil,-14.23,-51.92,9
TIC-9537,Closed,High,Email,Access Revoked,Security,Security Admin,05-02-2025 00:09,8,7,On-Time,3,UK,55.37,-3.43,2
TIC-9538,Closed,High,Phone,Printer,Hardware,L2 Technical Support,27-11-2025 12:02,8,7.26,On-Time,5,Germany,51.16,10.45,4
TIC-9539,Closed,Medium,Chat,License Request,Software,Network Ops,24-03-2025 03:56,24,2.85,On-Time,4,Germany,51.16,10.45,7
TIC-9540,Closed,High,Portal,MFA Reset,Security,L1 Service Desk,01-03-2025 21:48,8,1.84,On-Time,5,India,20.59,78.96,5
TIC-9541,Closed,Low,Chat,Login Issue,Software,Infrastructure,27-06-2025 17:34,48,45.12,On-Time,4,India,20.59,78.96,4
TIC-9542,Closed,Medium,Phone,Login Issue,Software,L1 Service Desk,02-10-2025 19:33,24,25.53,Breached,5,UK,55.37,-3.43,11
TIC-9543,Closed,Low,Chat,Port Request,Network,Infrastructure,21-09-2025 19:12,48,38.33,On-Time,2,Brazil,-14.23,-51.92,7
TIC-9544,Closed,High,Email,Wi-Fi Access,Network,L2 Technical Support,09-09-2025 07:18,8,13,Breached,1,UK,55.37,-3.43,6
TIC-9545,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Network Ops,21-04-2025 22:03,24,37.77,Breached,5,Brazil,-14.23,-51.92,1
TIC-9546,Closed,Medium,Phone,Printer,Hardware,L2 Technical Support,14-08-2025 02:20,24,30.83,Breached,2,India,20.59,78.96,5
TIC-9547,Closed,Medium,Email,Monitor Issue,Hardware,Network Ops,08-09-2025 20:45,24,27.69,Breached,5,Germany,51.16,10.45,5
TIC-9548,Closed,Medium,Chat,Update Failure,Software,Network Ops,07-04-2025 19:57,24,18.15,On-Time,1,USA,37.09,-95.71,7
TIC-9549,Resolved,Medium,Portal,Update Failure,Software,L1 Service Desk,06-04-2025 17:23,24,24.04,Breached,,UK,55.37,-3.43,5
TIC-9550,Closed,Medium,Phone,Slow Internet,Network,Network Ops,30-10-2025 11:21,24,34.91,Breached,4,UK,55.37,-3.43,7
TIC-9551,Closed,Medium,Phone,Port Request,Network,Network Ops,11-10-2025 07:04,24,43.12,Breached,5,Germany,51.16,10.45,5
TIC-9552,Open,Low,Portal,VPN Drop,Network,Security Admin,28-05-2025 02:21,48,,Pending,,India,20.59,78.96,3
TIC-9553,Closed,Low,Chat,VPN Drop,Network,Security Admin,07-06-2025 17:30,48,60.55,Breached,2,USA,37.09,-95.71,1
TIC-9554,Closed,Low,Email,Port Request,Network,L1 Service Desk,18-10-2025 15:34,48,67.48,Breached,3,Germany,51.16,10.45,8
TIC-9555,Closed,Medium,Email,Login Issue,Software,L2 Technical Support,16-12-2025 06:03,24,9.96,On-Time,3,UK,55.37,-3.43,11
TIC-9556,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,13-12-2025 06:05,24,12.97,On-Time,3,UK,55.37,-3.43,8
TIC-9557,Closed,Critical,Portal,Monitor Issue,Hardware,Security Admin,03-10-2025 03:49,4,6.25,Breached,1,Germany,51.16,10.45,8
TIC-9558,Closed,High,Chat,Password Reset,Security,L1 Service Desk,07-01-2025 08:10,8,6.6,On-Time,2,Germany,51.16,10.45,7
TIC-9559,Closed,Low,Phone,Monitor Issue,Hardware,Infrastructure,20-09-2025 16:58,48,72.43,Breached,5,USA,37.09,-95.71,7
TIC-9560,Resolved,Medium,Email,MFA Reset,Security,L2 Technical Support,20-03-2025 07:50,24,3.16,On-Time,,Germany,51.16,10.45,4
TIC-9561,Closed,Medium,Email,Update Failure,Software,Network Ops,20-06-2025 09:44,24,7.81,On-Time,3,Germany,51.16,10.45,5
TIC-9562,Closed,Medium,Chat,Wi-Fi Access,Network,L1 Service Desk,08-01-2025 21:12,24,36.95,Breached,2,UK,55.37,-3.43,1
TIC-9563,Closed,Medium,Email,MFA Reset,Security,L1 Service Desk,16-09-2025 12:31,24,10.63,On-Time,4,India,20.59,78.96,1
TIC-9564,Resolved,High,Phone,Password Reset,Security,Network Ops,15-02-2025 11:08,8,1.18,On-Time,,UK,55.37,-3.43,8
TIC-9565,Closed,High,Phone,Laptop Repair,Hardware,Security Admin,02-07-2025 20:53,8,8.88,Breached,1,Brazil,-14.23,-51.92,7
TIC-9566,Closed,Medium,Chat,Printer,Hardware,Network Ops,13-11-2025 15:34,24,12.75,On-Time,4,UK,55.37,-3.43,3
TIC-9567,Closed,Medium,Email,Slow Internet,Network,Security Admin,23-12-2025 19:05,24,34.83,Breached,2,USA,37.09,-95.71,6
TIC-9568,Closed,Medium,Phone,Wi-Fi Access,Network,L1 Service Desk,18-10-2025 14:54,24,32.7,Breached,3,UK,55.37,-3.43,5
TIC-9569,Resolved,Low,Email,Slow Internet,Network,L2 Technical Support,23-07-2025 19:41,48,33.55,On-Time,,UK,55.37,-3.43,3
TIC-9570,Open,Medium,Email,Wi-Fi Access,Network,Security Admin,28-09-2025 14:20,24,,Pending,,Germany,51.16,10.45,8
TIC-9571,Open,Medium,Phone,Password Reset,Security,L1 Service Desk,23-03-2025 09:03,24,,Pending,,India,20.59,78.96,8
TIC-9572,Resolved,Medium,Portal,Update Failure,Software,Infrastructure,29-01-2025 12:30,24,10.81,On-Time,,Brazil,-14.23,-51.92,10
TIC-9573,Closed,Medium,Chat,Wi-Fi Access,Network,Infrastructure,04-12-2025 06:01,24,26.01,Breached,5,India,20.59,78.96,1
TIC-9574,Closed,Low,Portal,Keyboard/Mouse,Hardware,Infrastructure,13-12-2025 17:25,48,64.18,Breached,2,Brazil,-14.23,-51.92,2
TIC-9575,Closed,Medium,Chat,Bug Report,Software,Infrastructure,02-09-2025 13:18,24,17.8,On-Time,1,India,20.59,78.96,5
TIC-9576,Closed,High,Portal,Keyboard/Mouse,Hardware,Security Admin,10-03-2025 09:26,8,4.22,On-Time,4,USA,37.09,-95.71,1
TIC-9577,Closed,Low,Phone,MFA Reset,Security,Security Admin,19-07-2025 17:10,48,22.62,On-Time,3,USA,37.09,-95.71,8
TIC-9578,Closed,Critical,Chat,Slow Internet,Network,Network Ops,25-04-2025 15:03,4,3.61,On-Time,2,USA,37.09,-95.71,7
TIC-9579,Open,Critical,Email,Printer,Hardware,L2 Technical Support,18-03-2025 21:23,4,,Pending,,Brazil,-14.23,-51.92,8
TIC-9580,Closed,High,Portal,MFA Reset,Security,L1 Service Desk,01-08-2025 19:55,8,3.06,On-Time,1,India,20.59,78.96,5
TIC-9581,Closed,Medium,Email,Printer,Hardware,Infrastructure,07-07-2025 08:41,24,16.34,On-Time,3,UK,55.37,-3.43,3
TIC-9582,Closed,Medium,Portal,Bug Report,Software,Security Admin,21-09-2025 01:38,24,11.25,On-Time,5,Germany,51.16,10.45,8
TIC-9583,Closed,Critical,Portal,Monitor Issue,Hardware,L2 Technical Support,04-05-2025 09:38,4,4.26,Breached,2,India,20.59,78.96,3
TIC-9584,Closed,Medium,Email,Bug Report,Software,L2 Technical Support,13-11-2025 08:37,24,1.84,On-Time,1,UK,55.37,-3.43,3
TIC-9585,Closed,Low,Phone,Bug Report,Software,L1 Service Desk,21-05-2025 02:54,48,11.07,On-Time,3,USA,37.09,-95.71,9
TIC-9586,Closed,Medium,Portal,Bug Report,Software,Security Admin,26-03-2025 19:46,24,12.14,On-Time,4,UK,55.37,-3.43,4
TIC-9587,Closed,Low,Portal,Bug Report,Software,Network Ops,09-06-2025 12:25,48,37.14,On-Time,4,USA,37.09,-95.71,10
TIC-9588,Resolved,Low,Email,Slow Internet,Network,Network Ops,26-06-2025 16:10,48,47.51,On-Time,,UK,55.37,-3.43,7
TIC-9589,Closed,High,Phone,Printer,Hardware,Network Ops,25-09-2025 09:51,8,13.81,Breached,1,Brazil,-14.23,-51.92,8
TIC-9590,Resolved,Medium,Portal,Keyboard/Mouse,Hardware,Network Ops,16-10-2025 08:02,24,27.77,Breached,,UK,55.37,-3.43,8
TIC-9591,Closed,High,Portal,Keyboard/Mouse,Hardware,Infrastructure,29-05-2025 06:09,8,13.99,Breached,4,UK,55.37,-3.43,4
TIC-9592,Closed,Medium,Portal,Wi-Fi Access,Network,Security Admin,06-09-2025 12:43,24,29.93,Breached,4,UK,55.37,-3.43,3
TIC-9593,Resolved,Medium,Phone,Printer,Hardware,L1 Service Desk,16-09-2025 09:06,24,22.52,On-Time,,Germany,51.16,10.45,2
TIC-9594,Closed,Medium,Chat,Suspicious Email,Security,L1 Service Desk,22-02-2025 23:44,24,23.78,On-Time,2,Brazil,-14.23,-51.92,1
TIC-9595,Closed,Medium,Email,Bug Report,Software,Infrastructure,04-07-2025 08:45,24,20.48,On-Time,5,Brazil,-14.23,-51.92,12
TIC-9596,Resolved,Low,Portal,Keyboard/Mouse,Hardware,Infrastructure,23-03-2025 09:00,48,37.09,On-Time,,UK,55.37,-3.43,5
TIC-9597,Closed,Low,Phone,Port Request,Network,Security Admin,20-12-2025 21:22,48,84.38,Breached,2,USA,37.09,-95.71,3
TIC-9598,Closed,Low,Email,Suspicious Email,Security,Security Admin,12-01-2025 10:36,48,23.4,On-Time,3,USA,37.09,-95.71,3
TIC-9599,Closed,High,Portal,MFA Reset,Security,Security Admin,21-02-2025 21:51,8,0.48,On-Time,4,Brazil,-14.23,-51.92,1
TIC-9600,Resolved,High,Portal,Bug Report,Software,Security Admin,09-12-2025 15:43,8,0.97,On-Time,,Brazil,-14.23,-51.92,8
TIC-9601,Closed,Medium,Phone,MFA Reset,Security,Infrastructure,26-03-2025 07:46,24,26.07,Breached,2,USA,37.09,-95.71,3
TIC-9602,Closed,Low,Phone,Password Reset,Security,Security Admin,01-08-2025 00:46,48,50.34,Breached,4,UK,55.37,-3.43,5
TIC-9603,Closed,Medium,Chat,Printer,Hardware,Infrastructure,31-07-2025 15:52,24,33.88,Breached,5,UK,55.37,-3.43,3
TIC-9604,Closed,Low,Chat,Monitor Issue,Hardware,Network Ops,28-05-2025 11:36,48,29.22,On-Time,2,Germany,51.16,10.45,6
TIC-9605,Closed,High,Email,Login Issue,Software,L1 Service Desk,06-11-2025 02:02,8,1.85,On-Time,3,USA,37.09,-95.71,7
TIC-9606,Closed,High,Email,Wi-Fi Access,Network,L1 Service Desk,29-05-2025 16:14,8,12.25,Breached,5,India,20.59,78.96,1
TIC-9607,Closed,Low,Email,Login Issue,Software,L1 Service Desk,29-08-2025 00:04,48,26.56,On-Time,2,Brazil,-14.23,-51.92,4
TIC-9608,Closed,High,Chat,Keyboard/Mouse,Hardware,L1 Service Desk,06-10-2025 11:59,8,9.68,Breached,1,Germany,51.16,10.45,3
TIC-9609,Closed,Low,Chat,Laptop Repair,Hardware,Security Admin,26-03-2025 09:05,48,52.02,Breached,5,Brazil,-14.23,-51.92,5
TIC-9610,Resolved,Low,Portal,Login Issue,Software,Infrastructure,29-03-2025 01:35,48,9.67,On-Time,,USA,37.09,-95.71,5
TIC-9611,Closed,Medium,Phone,Login Issue,Software,Security Admin,30-07-2025 03:22,24,8.47,On-Time,5,UK,55.37,-3.43,6
TIC-9612,Closed,Low,Phone,License Request,Software,Network Ops,13-10-2025 22:48,48,49.9,Breached,4,Brazil,-14.23,-51.92,11
TIC-9613,Closed,Medium,Chat,Update Failure,Software,Infrastructure,15-10-2025 11:55,24,4.11,On-Time,4,UK,55.37,-3.43,4
TIC-9614,Resolved,Medium,Chat,Password Reset,Security,Network Ops,21-11-2025 09:45,24,13.95,On-Time,,USA,37.09,-95.71,1
TIC-9615,Resolved,Medium,Phone,Update Failure,Software,L1 Service Desk,09-06-2025 12:17,24,7.66,On-Time,,USA,37.09,-95.71,12
TIC-9616,Closed,Low,Email,MFA Reset,Security,Security Admin,29-11-2025 19:12,48,29.01,On-Time,5,UK,55.37,-3.43,3
TIC-9617,Closed,High,Email,Password Reset,Security,L2 Technical Support,05-08-2025 10:33,8,2.04,On-Time,5,India,20.59,78.96,3
TIC-9618,Closed,Medium,Phone,Keyboard/Mouse,Hardware,Network Ops,25-09-2025 15:27,24,28.79,Breached,1,Brazil,-14.23,-51.92,5
TIC-9619,Closed,High,Portal,MFA Reset,Security,Infrastructure,02-08-2025 01:31,8,5.3,On-Time,3,UK,55.37,-3.43,3
TIC-9620,Closed,High,Email,Update Failure,Software,L2 Technical Support,10-03-2025 02:46,8,5.72,On-Time,5,Germany,51.16,10.45,7
TIC-9621,Closed,Low,Phone,VPN Drop,Network,Infrastructure,30-04-2025 16:18,48,53.37,Breached,3,Germany,51.16,10.45,4
TIC-9622,Closed,High,Email,License Request,Software,Infrastructure,07-06-2025 08:16,8,3.07,On-Time,2,UK,55.37,-3.43,4
TIC-9623,Closed,Medium,Email,Suspicious Email,Security,L1 Service Desk,23-01-2025 17:29,24,0.73,On-Time,1,USA,37.09,-95.71,7
TIC-9624,Closed,Medium,Chat,Port Request,Network,L2 Technical Support,05-07-2025 12:04,24,17.92,On-Time,1,UK,55.37,-3.43,7
TIC-9625,Closed,Low,Chat,Monitor Issue,Hardware,Infrastructure,05-08-2025 04:49,48,35.64,On-Time,5,India,20.59,78.96,8
TIC-9626,Closed,Medium,Email,License Request,Software,L2 Technical Support,21-03-2025 00:19,24,1.92,On-Time,3,UK,55.37,-3.43,8
TIC-9627,Open,Critical,Phone,Wi-Fi Access,Network,L1 Service Desk,20-02-2025 13:03,4,,Pending,,USA,37.09,-95.71,8
TIC-9628,Open,Critical,Chat,Slow Internet,Network,Infrastructure,15-02-2025 13:04,4,,Pending,,Germany,51.16,10.45,5
TIC-9629,Closed,Low,Email,Monitor Issue,Hardware,L1 Service Desk,03-01-2025 20:14,48,57.86,Breached,2,Germany,51.16,10.45,4
TIC-9630,Closed,Critical,Phone,Suspicious Email,Security,L1 Service Desk,27-04-2025 13:38,4,1.11,On-Time,4,India,20.59,78.96,7
TIC-9631,Closed,Low,Portal,Keyboard/Mouse,Hardware,Network Ops,09-01-2025 15:38,48,42.53,On-Time,5,Germany,51.16,10.45,4
TIC-9632,Closed,Low,Phone,Monitor Issue,Hardware,Security Admin,15-02-2025 15:47,48,45.29,On-Time,2,UK,55.37,-3.43,5
TIC-9633,Closed,Medium,Chat,Keyboard/Mouse,Hardware,L1 Service Desk,01-03-2025 23:11,24,20.49,On-Time,5,USA,37.09,-95.71,3
TIC-9634,Closed,Critical,Chat,Monitor Issue,Hardware,L1 Service Desk,15-08-2025 06:31,4,6.13,Breached,5,UK,55.37,-3.43,7
TIC-9635,Closed,Medium,Phone,Login Issue,Software,L2 Technical Support,07-02-2025 04:27,24,23.24,On-Time,2,Germany,51.16,10.45,12
TIC-9636,Closed,Low,Phone,Laptop Repair,Hardware,Network Ops,04-07-2025 04:01,48,33.55,On-Time,2,Germany,51.16,10.45,6
TIC-9637,Closed,Low,Phone,VPN Drop,Network,Security Admin,26-03-2025 11:33,48,35.01,On-Time,2,Germany,51.16,10.45,3
TIC-9638,Closed,Medium,Email,Suspicious Email,Security,L1 Service Desk,09-04-2025 01:09,24,14.91,On-Time,4,UK,55.37,-3.43,2
TIC-9639,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,04-07-2025 00:36,24,12.72,On-Time,4,India,20.59,78.96,1
TIC-9640,Closed,Medium,Portal,Laptop Repair,Hardware,Network Ops,05-04-2025 18:24,24,17.28,On-Time,2,USA,37.09,-95.71,8
TIC-9641,Closed,High,Email,Keyboard/Mouse,Hardware,Infrastructure,19-11-2025 23:15,8,9.41,Breached,5,Brazil,-14.23,-51.92,8
TIC-9642,Open,High,Chat,Laptop Repair,Hardware,L1 Service Desk,30-12-2025 03:35,8,,Pending,,Germany,51.16,10.45,8
TIC-9643,Closed,Critical,Email,Update Failure,Software,Network Ops,02-08-2025 03:11,4,3.65,On-Time,5,Brazil,-14.23,-51.92,11
TIC-9644,Closed,Medium,Email,VPN Drop,Network,L1 Service Desk,18-11-2025 17:13,24,19.48,On-Time,5,Germany,51.16,10.45,5
TIC-9645,Closed,Low,Portal,Printer,Hardware,L2 Technical Support,11-11-2025 01:29,48,54.19,Breached,4,UK,55.37,-3.43,3
TIC-9646,Closed,Medium,Chat,Access Revoked,Security,L2 Technical Support,12-03-2025 12:56,24,4.54,On-Time,3,Brazil,-14.23,-51.92,6
TIC-9647,Open,Medium,Portal,VPN Drop,Network,Security Admin,03-05-2025 08:47,24,,Pending,,Germany,51.16,10.45,8
TIC-9648,Resolved,Critical,Email,Access Revoked,Security,Security Admin,12-06-2025 22:39,4,1.97,On-Time,,UK,55.37,-3.43,8
TIC-9649,Closed,Low,Email,Login Issue,Software,L1 Service Desk,08-01-2025 23:28,48,34.34,On-Time,2,India,20.59,78.96,12
TIC-9650,Closed,Medium,Phone,Port Request,Network,L1 Service Desk,23-06-2025 00:44,24,42.75,Breached,5,Germany,51.16,10.45,3
TIC-9651,Closed,Medium,Chat,License Request,Software,Security Admin,05-08-2025 11:08,24,8.81,On-Time,2,USA,37.09,-95.71,11
TIC-9652,Closed,Low,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,30-11-2025 01:41,48,40.88,On-Time,2,Germany,51.16,10.45,7
TIC-9653,Closed,High,Phone,VPN Drop,Network,Security Admin,12-01-2025 09:39,8,11.2,Breached,2,Germany,51.16,10.45,5
TIC-9654,Closed,High,Phone,Bug Report,Software,L1 Service Desk,25-05-2025 23:06,8,6.67,On-Time,5,Brazil,-14.23,-51.92,11
TIC-9655,Closed,Low,Phone,License Request,Software,L1 Service Desk,25-10-2025 23:30,48,37.29,On-Time,5,Germany,51.16,10.45,11
TIC-9656,Closed,Medium,Phone,Suspicious Email,Security,Network Ops,06-01-2025 06:19,24,14.71,On-Time,1,Germany,51.16,10.45,6
